2013,11/05/2013,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium	
2013,13/04/2013,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,41,0,RG Sharma,Wankhede Stadium	
2013,13/05/2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium	
2013,15/05/2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,14,0,AP Tare,Wankhede Stadium	
2013,17/04/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,87,0,AM Rahane,Sawai Mansingh Stadium	
2013,18/05/2013,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium	
2013,21/04/2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Delhi Daredevils,0,9,V Sehwag,Feroz Shah Kotla	
2013,21/05/2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla	
2013,24/04/2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,0,5,DR Smith,Eden Gardens	
2013,24/05/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens	
2013,26/05/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,23,0,KA Pollard,Eden Gardens	
2013,27/04/2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,58,0,DR Smith,Wankhede Stadium	
2013,29/04/2013,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,4,0,RG Sharma,Wankhede Stadium	
2014,03/05/2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium	
2014,06/05/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium	
2014,10/05/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium	
